table_no,table_title,source_table_index,source_row,row_kind,subsection,explicit_code,effective_parent_code,work_type,basis,unit_raw,time_norm_raw_person_hours
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,9,norm,,3,3,- бир ва икки тасмали автомобил йўлларида,К28-3,Одам/соат,"0,376"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,10,norm,,3,3,- Ажратувчи тасма ва йўл тўсиғига эга бўлган тўрт тасмали (ёки ундан ортиқ тасмали) автомобил йўлларда,К28-3,Одам/соат,"0,474"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,11,norm,,4,4,Видеотасвирда аниқлаб бўлмайдиган йўл элементларига жойига чиқиб аниқлик киритиш:,К28-4,,
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,12,norm,,4,4,- бир ва икки тасмали автомобил йўлларида,К28-4,Одам/соат,"1,089"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,13,norm,,4,4,Енгил автомобил,К28-4,Маш/соат,"0,363"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,14,norm,,4,4,- Ажратувчи тасма ва йўл тўсиғига эга бўлган тўрт тасмали (ёки ундан ортиқ тасмали) автомобил йўлларда,К28-4,Одам/соат,"1,287"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,15,norm,,4,4,Енгил автомобил,К28-4,Маш/соат,"0,429"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,16,norm,,5,5,"Йиғилган маълумотларни қайта ишлаш, уларни график ва жадвал кўринишида расмийлаштириш, тайёр маълумотларни текшириш ва электрон шаклда тақдим этиш:",К28-5,,
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,17,norm,,5,5,- бир ва икки тасмали автомобил йўлларида,К28-5,Одам/соат,"0,636"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,18,norm,,5,5,- Ажратувчи тасма ва йўл тўсиғига эга бўлган тўрт тасмали (ёки ундан ортиқ тасмали) автомобил йўлларда,К28-5,Одам/соат,"0,784"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,19,heading,Умумий вақт меъёрлари.,,5,Умумий вақт меъёрлари.,,,
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,20,variant_or_continuation,Умумий вақт меъёрлари.,,5,- бир ва икки тасмали автомобил йўлларида,,Одам/соат,"3,155"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,21,variant_or_continuation,Умумий вақт меъёрлари.,,5,Енгил автомобил,,Маш/соат,"0,363"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,22,variant_or_continuation,Умумий вақт меъёрлари.,,5,- Ажратувчи тасма ва йўл тўсиғига эга бўлган тўрт тасмали (ёки ундан ортиқ тасмали) автомобил йўлларда,,Одам/соат,"3,801"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,23,variant_or_continuation,Умумий вақт меъёрлари.,,5,Енгил автомобил,,Маш/соат,"0,429"
